Player_ID,Player_Name,Photo,Nationship,Nation_Image,Age,Date_Born,Propietary_Team,Position,Secondary_Position,Foot,Height,Contract_End_Date,Market_Value_M,Stats_ID,Team_ID,Competition_ID,Matches_Index,Conditional_Index,Goal_Involvement_Index,Passing_Index,Technical_Skills_Index,Offensive_Index,Defensive_Index,Performance_Index,xPerformance_Index,Scouting_Index,Team,Team_Image,Profile_Main_Characteristic,Competition,Season,Matches_Played,Minutes,Start_Line_UP_Percent
54,Cavan Sullivan,https://cdn.resfu.com/img_data/players/medium/3403716.jpg?size=180x&lossy=1,USA,https://capology-e6a3.kxcdn.com/static/images/flags/united-states.svg,14,2009,Philadelphia Union II,CMF,AMF,Left,170.0,2028,1.0,54,54,26,50.0,50.0,70.0,70.0,80.0,70.0,70.0,50.0,50.0,50.0,Philadelphia Union II,https://capology-e6a3.kxcdn.com/static/images/logos/us/philadelphia-union.svg,Technical CentreMidfielder,MLS,2023-2024,2,57,10.0
55,Chaka Traorè,https://cdn.resfu.com/img_data/players/medium/884423.jpg?size=180x&lossy=1,Costade Marfil,https://capology-e6a3.kxcdn.com/static/images/flags/cote-d-ivoire.svg,19,2004, AC Milan ,LW,RW,Right,175.0,2028,1.0,55,55,21,71.0,95.0,90.0,75.0,60.0,90.0,66.0,50.0,68.0,60.0,Palermo FC,https://capology-e6a3.kxcdn.com/static/images/logos/it/palermo.svg,Changed Leg Left Winger ,Serie A,2023-2024,12,221,25.0
56,Charles de Ketelaere ,https://cdn.resfu.com/img_data/players/medium/776333.jpg?size=180x&lossy=1,Belgium,https://capology-e6a3.kxcdn.com/static/images/flags/belgium.svg,23,2001,AC Milan,AMF,RW,Left,192.0,2027,32.3,56,56,21,67.0,90.0,70.0,76.0,80.0,72.0,80.0,80.0,84.0,90.0,Atalanta,https://capology-e6a3.kxcdn.com/static/images/logos/it/atalanta.svg,Technical Attacking Midfielder,Serie A,2023-2024,50,2939,75.0
57,Chido Obi,https://cdn.resfu.com/img_data/players/medium/3374028.jpg?size=180x&lossy=1,Denmark,https://capology-e6a3.kxcdn.com/static/images/flags/denmark.svg,16,2007,Arsenal ,FW,RW,Right,188.0,2025,0.3,57,57,31,75.0,81.0,95.0,80.0,50.0,95.0,60.0,40.0,60.0,50.0,Arsenal U-18,https://capology-e6a3.kxcdn.com/static/images/logos/uk/arsenal.svg, Combinative Centre Foward,Premier League U18,2023-2024,21,1633,86.0
58,Christos Tzolis,https://cdn.resfu.com/img_data/players/medium/813152.jpg?size=180x&lossy=1,Greece,https://capology-e6a3.kxcdn.com/static/images/flags/greece.svg,22,2002,Norwich City,LW,RW,Right,179.0,2026,8.3,58,58,29,70.0,50.0,75.0,87.0,80.0,72.0,70.0,77.0,85.0,90.0,Fortuna Düsseldorf,https://capology-e6a3.kxcdn.com/static/images/logos/de/dusseldorf.svg,Changed Leg Left Winger,Bundesliga 2,2023-2024,37,2944,92.0
59,Claudio Echeverri ,https://cdn.resfu.com/img_data/players/medium/3221609.jpg?size=180x&lossy=1,Argentina,https://capology-e6a3.kxcdn.com/static/images/flags/argentina.svg,18,2006,Manchester City,AMF,CMF,Right,171.0,2028,9.9,59,59,32,68.0,50.0,99.0,80.0,70.0,91.0,77.0,65.0,78.0,70.0,River Plate,https://capology-e6a3.kxcdn.com/static/images/logos/ar/river-plate.svg,Technical Attacking Midfielder,Liga Profesional Argentina,2023-2024,28,1533,71.0
60,Cole Palmer ,https://cdn.resfu.com/img_data/players/medium/675016.jpg?size=180x&lossy=1,England,https://capology-e6a3.kxcdn.com/static/images/flags/england.svg,22,2002,Chelsea,AMF,RW,Left,189.0,2030,49.3,60,60,19,70.0,83.0,98.0,81.0,87.0,85.0,73.0,89.0,91.0,100.0,Chelsea,https://capology-e6a3.kxcdn.com/static/images/logos/uk/chelsea.svg,Technical Attacking Midfielder,Premier League,2023-2024,45,3583,89.0
62,Couhaib Driouech,https://cdn.resfu.com/img_data/players/medium/872073.jpg?size=180x&lossy=1,Morocco,https://capology-e6a3.kxcdn.com/static/images/flags/morocco.svg,22,2002,Excelsior,LW,LMF,Right,175.0,2025,3.2,62,62,28,68.0,50.0,75.0,77.0,65.0,75.0,74.0,65.0,71.0,70.0,Excelsior,https://capology-e6a3.kxcdn.com/static/images/logos/ne/excelsior.svg,Changed Leg Left Winger ,Eredivisie,2023-2024,33,2415,93.0
63,Cristhian Mosquera,https://cdn.resfu.com/img_data/players/medium/885921.jpg?size=180x&lossy=1,Spain,https://capology-e6a3.kxcdn.com/static/images/flags/spain.svg,19,2004,Valencia,RCB,RB,Right,191.0,2026,12.2,63,63,24,78.0,60.0,40.0,65.0,76.0,30.0,70.0,75.0,86.0,90.0,Valencia,https://capology-e6a3.kxcdn.com/static/images/logos/es/valencia.svg,Positional CenterBack,La Liga,2023-2024,38,3220,92.0
64,Crysencio Summerville,https://cdn.resfu.com/img_data/players/medium/427340.jpg?size=180x&lossy=1,Netherlands,https://capology-e6a3.kxcdn.com/static/images/flags/netherlands.svg,22,2001,Leeds United,LW,RW,Right,174.0,2026,16.3,64,64,19,80.0,60.0,70.0,82.0,80.0,61.0,71.0,77.0,82.0,90.0,Leeds United,https://capology-e6a3.kxcdn.com/static/images/logos/uk/leeds.svg,Changed Leg Left Winger ,Premier League,2023-2024,46,3627,91.0
65,Daan Huijsen,https://cdn.resfu.com/img_data/players/medium/3192199.jpg?size=180x&lossy=1,Netherlands,https://capology-e6a3.kxcdn.com/static/images/flags/netherlands.svg,19,2005,Juventus,RCB,LCB,Both,197.0,2028,5.9,65,65,21,87.0,80.0,90.0,82.0,66.0,88.0,72.0,60.0,77.0,70.0,Roma,https://capology-e6a3.kxcdn.com/static/images/logos/it/roma.svg,Technical CenterBack ,Serie A,2023-2024,14,583,36.0
66,Daniel Maldini,https://cdn.resfu.com/img_data/players/medium/693369.jpg?size=180x&lossy=1,Italy,https://capology-e6a3.kxcdn.com/static/images/flags/italy.svg,22,2001,AC Milan,AMF,CMF,Right,188.0,2024,3.1,66,66,21,60.0,50.0,90.0,65.0,65.0,80.0,74.0,60.0,70.0,70.0,Monza,https://capology-e6a3.kxcdn.com/static/images/logos/it/monza.svg,Attacking Left Midfielder,Serie A,2023-2024,11,326,20.0
